".id","lwr","mean","upr","ess","file"
1,0.00356605026219898,0.00409986750943029,0.00463953834321122,9432.27673107553,"strict_aln_flu_50seqs_dataset_100.log"
2,0.00338039443132126,0.00379710878418221,0.00425771259248817,9063.00415752742,"strict_aln_flu_50seqs_dataset_101.log"
3,0.00230403283301782,0.00264127647911166,0.00298727834818804,9385.00000000005,"strict_aln_flu_50seqs_dataset_102.log"
4,0.00309099384427508,0.00354616457750074,0.00402172522791602,9969.21216908543,"strict_aln_flu_50seqs_dataset_103.log"
5,0.00327000918675149,0.00382288767438017,0.00441254727266177,9697.00000000004,"strict_aln_flu_50seqs_dataset_104.log"
6,0.00311601056992551,0.00353270842623608,0.00396888800573718,9998.99999999999,"strict_aln_flu_50seqs_dataset_105.log"
7,0.00353520483269196,0.00399875724709251,0.00451385872719494,9772,"strict_aln_flu_50seqs_dataset_106.log"
8,0.00339430971050314,0.00389173775401517,0.0044283227471997,10291.1693368094,"strict_aln_flu_50seqs_dataset_107.log"
9,0.00156607935443572,0.001843497491285,0.00214164713429151,4994.85584676934,"strict_aln_flu_50seqs_dataset_108.log"
10,0.0033183641711485,0.0038347946950282,0.00438740710885124,9753.14144537269,"strict_aln_flu_50seqs_dataset_109.log"
11,0.00332192053013991,0.00377054709699999,0.00424841347304295,8607.67784738447,"strict_aln_flu_50seqs_dataset_10.log"
12,0.00291597241286348,0.00344441747567995,0.00402650284090807,8601.87689311313,"strict_aln_flu_50seqs_dataset_110.log"
13,0.00344413865512224,0.00390979904345831,0.00440992823851987,9639.14837000497,"strict_aln_flu_50seqs_dataset_111.log"
14,0.00331103107739407,0.00380584978505008,0.00431690775517919,9940.00000000001,"strict_aln_flu_50seqs_dataset_112.log"
15,0.00228588801068737,0.00260303828067018,0.00295353816210223,9984.00000000007,"strict_aln_flu_50seqs_dataset_113.log"
16,0.0032687273719881,0.00368739445662218,0.00414409885023338,9347.288065851,"strict_aln_flu_50seqs_dataset_114.log"
17,0.00326335419501992,0.0037056778746696,0.00418825718609192,9568.80361057121,"strict_aln_flu_50seqs_dataset_115.log"
18,0.00330743415516811,0.0037606403749137,0.00422424347017069,9980.00000000002,"strict_aln_flu_50seqs_dataset_116.log"
19,0.00364768102245133,0.00415954364933639,0.0046884773447844,9997.99999999999,"strict_aln_flu_50seqs_dataset_117.log"
20,0.00204309549832955,0.0023763704578994,0.00273769923486369,9999.00000000003,"strict_aln_flu_50seqs_dataset_118.log"
21,0.00384287279653539,0.00441863625789113,0.00504888977073467,9991.00000000001,"strict_aln_flu_50seqs_dataset_119.log"
22,0.00123028794925322,0.00146847111266869,0.00172001269836855,5008.43001640119,"strict_aln_flu_50seqs_dataset_11.log"
23,0.00174563439563595,0.00202944706856597,0.00233092927073341,6778.20191565529,"strict_aln_flu_50seqs_dataset_120.log"
24,0.00349507085070148,0.0039978261816218,0.00454560993292131,9987.00000000003,"strict_aln_flu_50seqs_dataset_121.log"
25,0.00364330945883672,0.00416913414250292,0.00472007519050881,9998.00000000002,"strict_aln_flu_50seqs_dataset_122.log"
26,0.00348218338653077,0.00395836759014426,0.00446499471517819,9085.16218164972,"strict_aln_flu_50seqs_dataset_123.log"
27,0.00300505235873331,0.00345156127788886,0.00393414780027323,9629.69603308358,"strict_aln_flu_50seqs_dataset_124.log"
28,0.00321695686472916,0.00380602069021057,0.00422654707835898,10001,"strict_aln_flu_50seqs_dataset_125.log"
29,0.00331657194657923,0.00387686924663384,0.00446287513999193,9068.82902169875,"strict_aln_flu_50seqs_dataset_126.log"
